request_id,hospital_name,blood_group,units_required,urgency_level,city,request_date
R00793,Christian Medical College,B-,1,Low,Mumbai,2024-05-15
R00794,Aster CMI,O+,6,Critical,Hyderabad,2024-09-10
R00795,Christian Medical College,O-,2,Medium,Nashik,2023-07-08
R00796,Ruby Hall Clinic,B+,2,Low,Kolkata,2024-05-14
R00797,Deenanath Mangeshkar,O-,2,Low,Pune,2024-09-02
R00798,Apollo Hospital,A+,3,Critical,Bangalore,2023-10-09
R00799,Lilavati Hospital,AB+,5,High,Chennai,2024-02-06
R00800,Max Super Speciality,B+,3,High,Mumbai,2023-07-12
R00801,AIIMS,O+,2,Low,Chennai,2024-03-07
R00802,Manipal Hospital,B+,2,Low,Indore,2024-08-24
R00803,Deenanath Mangeshkar,B-,4,High,Surat,2024-12-25
R00804,Sir Ganga Ram Hospital,A+,5,High,Nagpur,2023-11-04
R00805,Medanta,A+,1,High,Bangalore,2023-06-13
R00806,AIIMS,A+,1,Low,Kolkata,2024-06-18
R00807,Aster CMI,O+,3,Critical,Hyderabad,2023-08-11
R00808,Narayana Health,O+,5,Low,Delhi,2024-08-17
R00809,Kokilaben Dhirubhai Ambani,O+,2,High,Mumbai,2023-04-09
R00810,Manipal Hospital,A+,2,High,Hyderabad,2024-08-27
R00811,Christian Medical College,A+,1,Medium,Chennai,2024-11-12
R00812,Fortis Healthcare,O+,2,Low,Agra,2023-12-23
R00813,Sir Ganga Ram Hospital,AB+,3,Medium,Surat,2023-07-13
R00814,Safdarjung Hospital,O+,4,Medium,Mumbai,2023-12-17
R00815,Deenanath Mangeshkar,A+,2,Low,Ludhiana,2024-06-18
R00816,Apollo Hospital,AB+,2,Medium,Ahmedabad,2024-09-16
R00817,Safdarjung Hospital,O+,2,Medium,Pune,2023-12-15
R00818,Wockhardt,O+,4,Medium,Mumbai,2023-07-09
R00819,Sir Ganga Ram Hospital,O+,1,Medium,Bangalore,2024-11-28
R00820,Safdarjung Hospital,O+,2,Low,Pune,2023-03-13
R00821,Deenanath Mangeshkar,A-,2,Medium,Kolkata,2024-11-28
R00822,Max Super Speciality,A+,2,High,Indore,2024-09-26
R00823,Fortis Healthcare,AB+,3,Medium,Ahmedabad,2024-01-07
R00824,Deenanath Mangeshkar,O+,4,Low,Pune,2023-05-23
R00825,Manipal Hospital,O+,3,High,Surat,2023-12-07
R00826,Max Super Speciality,O+,4,Medium,Thane,2023-09-28
R00827,Wockhardt,O+,3,High,Mumbai,2024-01-12
R00828,Jehangir Hospital,A+,2,Low,Hyderabad,2024-03-08
R00829,Kokilaben Dhirubhai Ambani,O+,5,Medium,Kolkata,2024-08-06
R00830,Lilavati Hospital,A-,1,Low,Pune,2023-02-06
R00831,Sir Ganga Ram Hospital,A-,6,High,Delhi,2023-11-29
R00832,Manipal Hospital,A-,6,Medium,Chennai,2023-08-19
R00833,Sir Ganga Ram Hospital,A+,2,High,Bangalore,2023-03-02
R00834,Max Super Speciality,O+,1,Critical,Vadodara,2023-07-14
R00835,Lilavati Hospital,O+,3,Critical,Surat,2024-06-30
R00836,AIIMS,O+,3,High,Agra,2023-09-04
R00837,Kokilaben Dhirubhai Ambani,A+,3,High,Udaipur,2024-02-16
R00838,Ruby Hall Clinic,A+,2,High,Pune,2024-03-24
R00839,Fortis Healthcare,O+,2,Medium,Ahmedabad,2023-08-27
R00840,AIIMS,B+,3,Critical,Mumbai,2023-02-10
R00841,KEM Hospital,O+,4,High,Bangalore,2023-10-24
R00842,Max Super Speciality,A-,1,Medium,Jaipur,2023-05-12
R00843,Apollo Hospital,B-,2,Medium,Hyderabad,2023-01-21
R00844,Deenanath Mangeshkar,AB-,1,High,Bhopal,2023-03-05
R00845,Christian Medical College,O+,1,Critical,Mumbai,2023-10-28
R00846,Jehangir Hospital,A+,2,Low,Pune,2024-12-31
R00847,Fortis Healthcare,A+,3,High,Mumbai,2024-04-14
R00848,Wockhardt,A+,4,High,Coimbatore,2023-12-23
R00849,Safdarjung Hospital,B+,2,High,Ahmedabad,2024-04-11
R00850,Max Super Speciality,B+,2,High,Mumbai,2024-01-02
R00851,Ruby Hall Clinic,O+,1,High,Bangalore,2023-12-07
R00852,Rajiv Gandhi Government Hospital,A+,1,High,Bangalore,2024-04-13
R00853,Max Super Speciality,A+,1,High,Hyderabad,2024-02-02
R00854,Medanta,O+,4,Medium,Delhi,2024-03-20
R00855,Amrita Institute of Medical Sciences,A+,1,Critical,Mumbai,2024-01-14
R00856,Aster CMI,AB-,1,High,Ahmedabad,2024-03-07
R00857,Wockhardt,B+,1,Low,Kanpur,2023-11-22
R00858,Medanta,A+,1,High,Mumbai,2023-03-18
R00859,Narayana Health,A+,2,Medium,Hyderabad,2024-10-25
R00860,KEM Hospital,O+,2,Medium,Delhi,2024-07-15
R00861,Manipal Hospital,B+,2,Low,Nagpur,2024-08-30
R00862,Apollo Hospital,B+,5,Medium,Bhopal,2023-04-12
R00863,Christian Medical College,B-,6,Low,Lucknow,2023-03-18
R00864,Apollo Hospital,A-,4,Medium,Kanpur,2023-03-02
R00865,Deenanath Mangeshkar,A+,5,Critical,Kolkata,2024-10-01
R00866,Medanta,A+,2,High,Thane,2024-12-18
R00867,Christian Medical College,O+,4,High,Agra,2023-12-10
R00868,Sir Ganga Ram Hospital,B+,2,High,Delhi,2024-10-13
R00869,Medanta,B+,2,Medium,Mumbai,2023-09-24
R00870,Jehangir Hospital,AB+,5,Medium,Kanpur,2024-02-08
R00871,Medanta,A+,3,Medium,Vadodara,2023-03-13
R00872,Sir Ganga Ram Hospital,B+,1,High,Kanpur,2023-10-05
R00873,Ruby Hall Clinic,AB+,2,Medium,Chennai,2023-08-28
R00874,Manipal Hospital,A+,2,Critical,Mumbai,2024-12-08
R00875,AIIMS,A+,3,Low,Jaipur,2024-01-03
R00876,Wockhardt,O+,2,High,Bangalore,2023-04-10
R00877,Ruby Hall Clinic,O+,1,Medium,Pune,2024-03-18
R00878,Manipal Hospital,A+,3,Low,Lucknow,2024-04-01
R00879,Ruby Hall Clinic,O+,1,Medium,Nagpur,2024-01-26
R00880,Jehangir Hospital,B+,4,Low,Ludhiana,2024-08-23
R00881,Apollo Hospital,A+,3,Medium,Visakhapatnam,2023-10-05
R00882,Rajiv Gandhi Government Hospital,A+,2,Medium,Nagpur,2024-11-01
R00883,Jehangir Hospital,A+,1,Low,Indore,2024-06-25
R00884,Wockhardt,B-,1,High,Bangalore,2024-10-25
R00885,Apollo Hospital,O-,4,High,Ahmedabad,2024-03-14
R00886,Fortis Healthcare,AB+,2,Low,Mumbai,2024-10-26
R00887,Fortis Healthcare,A+,2,Medium,Surat,2023-08-12
R00888,KEM Hospital,O+,4,High,Hyderabad,2024-08-27
R00889,Narayana Health,B+,2,Critical,Rajkot,2024-03-17
R00890,Manipal Hospital,A-,2,High,Pune,2023-03-11
R00891,Medanta,B+,3,Medium,Ahmedabad,2024-12-16
R00892,Ruby Hall Clinic,O-,1,Critical,Jaipur,2024-03-26
R00893,Amrita Institute of Medical Sciences,A+,5,High,Lucknow,2023-11-14
R00894,Lilavati Hospital,A-,1,Low,Kolkata,2023-01-15
R00895,AIIMS,A-,6,Medium,Chennai,2024-12-13
R00896,Fortis Healthcare,B+,2,Low,Chennai,2023-01-24
R00897,Aster CMI,O+,4,High,Hyderabad,2023-04-18
R00898,Amrita Institute of Medical Sciences,O+,2,Medium,Nashik,2023-07-01
R00899,Sir Ganga Ram Hospital,B-,5,Critical,Bangalore,2023-02-06
R00900,Deenanath Mangeshkar,A-,4,Low,Chennai,2024-03-15
R00901,Aster CMI,B+,5,Low,Chennai,2023-07-28
R00902,Narayana Health,AB-,1,Low,Bangalore,2024-05-20
R00903,Fortis Healthcare,B+,2,Critical,Kolkata,2023-06-24
R00904,Safdarjung Hospital,A+,1,Critical,Bhopal,2024-05-19
R00905,KEM Hospital,AB+,1,High,Mumbai,2023-01-06
R00906,Apollo Hospital,O+,3,Medium,Agra,2024-02-19
R00907,KEM Hospital,B+,2,Medium,Pune,2024-12-22
R00908,Christian Medical College,B+,1,Low,Mumbai,2023-03-28
R00909,Fortis Healthcare,A-,2,Medium,Bangalore,2024-09-05
R00910,AIIMS,O+,2,Medium,Bangalore,2024-02-13
R00911,Deenanath Mangeshkar,A+,1,Critical,Delhi,2024-04-22
R00912,Medanta,O+,3,Critical,Hyderabad,2023-02-08
R00913,Jehangir Hospital,B+,2,High,Visakhapatnam,2023-11-06
R00914,Christian Medical College,A+,2,Medium,Delhi,2024-06-27
R00915,Christian Medical College,O+,5,Low,Thane,2024-10-01
R00916,Wockhardt,B+,1,Medium,Surat,2023-10-09
R00917,Safdarjung Hospital,A+,2,High,Mumbai,2023-08-27
R00918,Kokilaben Dhirubhai Ambani,AB+,1,Medium,Mumbai,2023-11-07
R00919,Lilavati Hospital,O+,2,Medium,Bangalore,2024-03-27
R00920,KEM Hospital,O-,2,High,Mumbai,2023-03-05
R00921,Deenanath Mangeshkar,B+,2,High,Indore,2023-11-10
R00922,Medanta,A+,3,Critical,Kolkata,2023-09-19
R00923,Rajiv Gandhi Government Hospital,O+,2,Medium,Delhi,2023-06-19
R00924,AIIMS,A+,2,Medium,Delhi,2024-02-14
R00925,Rajiv Gandhi Government Hospital,A+,2,Critical,Agra,2024-03-12
R00926,AIIMS,AB+,1,Low,Kolkata,2023-02-15
R00927,Deenanath Mangeshkar,B+,2,High,Chennai,2024-09-28
R00928,Wockhardt,O+,3,Medium,Hyderabad,2024-03-07
R00929,Fortis Healthcare,O+,3,High,Bangalore,2023-09-14
R00930,Lilavati Hospital,B+,5,Medium,Bangalore,2024-12-06
R00931,Kokilaben Dhirubhai Ambani,O+,2,Low,Delhi,2023-07-23
R00932,Max Super Speciality,O+,6,High,Ahmedabad,2024-06-19
R00933,Amrita Institute of Medical Sciences,O-,3,Medium,Kolkata,2023-05-21
R00934,Lilavati Hospital,A+,4,High,Rajkot,2024-07-23
R00935,Deenanath Mangeshkar,A+,5,Medium,Nashik,2023-01-18
R00936,KEM Hospital,A+,3,Medium,Mumbai,2023-10-26
R00937,KEM Hospital,A+,3,Medium,Nashik,2023-03-05
R00938,Aster CMI,O-,1,Medium,Bangalore,2023-10-11
R00939,Wockhardt,O-,2,Critical,Delhi,2023-09-15
R00940,KEM Hospital,O+,1,Medium,Delhi,2024-07-27
R00941,Wockhardt,O+,1,Low,Indore,2023-05-29
R00942,Fortis Healthcare,B+,4,Medium,Hyderabad,2023-05-17
R00943,Fortis Healthcare,A+,2,High,Bhopal,2024-12-29
R00944,Fortis Healthcare,B+,4,High,Chennai,2023-01-01
R00945,Ruby Hall Clinic,B+,3,Medium,Nagpur,2024-10-14
R00946,Ruby Hall Clinic,B+,1,High,Ahmedabad,2023-08-11
R00947,AIIMS,A-,4,Medium,Bangalore,2023-12-31
R00948,AIIMS,B+,3,Medium,Delhi,2024-03-01
R00949,Kokilaben Dhirubhai Ambani,O+,3,High,Indore,2023-06-10
R00950,Medanta,A+,3,Medium,Pune,2024-06-24
R00951,Ruby Hall Clinic,B+,1,Low,Nagpur,2023-03-03
R00952,Kokilaben Dhirubhai Ambani,A+,4,Medium,Ahmedabad,2024-11-16
R00953,Fortis Healthcare,O+,4,Medium,Hyderabad,2023-03-03
R00954,Aster CMI,O+,5,Medium,Hyderabad,2023-07-27
R00955,Lilavati Hospital,A+,3,Low,Chennai,2024-06-16
R00956,Kokilaben Dhirubhai Ambani,B+,1,High,Chennai,2023-12-03
R00957,Narayana Health,B+,2,Low,Nashik,2023-05-05
R00958,Manipal Hospital,AB-,2,Medium,Chennai,2023-01-07
R00959,Jehangir Hospital,B+,6,High,Ahmedabad,2024-10-22
R00960,Wockhardt,O+,2,Medium,Bangalore,2024-05-05
R00961,Apollo Hospital,B+,1,High,Indore,2023-09-22
R00962,Lilavati Hospital,B+,3,High,Lucknow,2024-08-09
R00963,Narayana Health,A+,3,High,Hyderabad,2024-11-03
R00964,Deenanath Mangeshkar,O+,1,High,Surat,2023-09-26
R00965,KEM Hospital,O+,5,Medium,Bangalore,2024-01-02
R00966,Apollo Hospital,O-,1,Medium,Jaipur,2024-12-25
R00967,Amrita Institute of Medical Sciences,B+,1,High,Lucknow,2024-12-08
R00968,Aster CMI,A+,5,Critical,Bangalore,2024-07-07
R00969,KEM Hospital,B+,1,Medium,Patna,2023-12-28
R00970,Manipal Hospital,A-,4,Medium,Lucknow,2023-01-26
R00971,Safdarjung Hospital,O+,2,High,Surat,2023-09-03
R00972,Manipal Hospital,O+,3,Low,Visakhapatnam,2023-03-04
R00973,Narayana Health,O+,3,Medium,Bangalore,2023-01-08
R00974,Amrita Institute of Medical Sciences,O+,3,Medium,Ahmedabad,2024-10-04
R00975,Ruby Hall Clinic,B-,1,Low,Lucknow,2024-04-07
R00976,Medanta,AB-,2,Low,Bangalore,2024-05-14
R00977,Deenanath Mangeshkar,B+,1,Medium,Mumbai,2024-07-17
R00978,Max Super Speciality,B+,4,High,Pune,2024-02-21
R00979,Rajiv Gandhi Government Hospital,B+,4,High,Mumbai,2024-01-23
R00980,Narayana Health,B+,1,Medium,Kolkata,2023-03-06
R00981,Max Super Speciality,A+,2,High,Bangalore,2024-12-08
R00982,Narayana Health,A+,3,Medium,Indore,2023-06-23
R00983,Jehangir Hospital,B-,2,Low,Jaipur,2024-08-14
R00984,Manipal Hospital,O+,1,Medium,Delhi,2024-05-29
R00985,Kokilaben Dhirubhai Ambani,AB+,2,Medium,Rajkot,2023-05-09
R00986,Fortis Healthcare,B-,6,Medium,Vadodara,2024-03-26
R00987,Kokilaben Dhirubhai Ambani,B+,2,Medium,Ahmedabad,2024-10-15
R00988,Safdarjung Hospital,A+,2,High,Chennai,2024-04-12
R00989,KEM Hospital,O-,1,Low,Coimbatore,2024-09-03
R00990,Lilavati Hospital,A+,4,High,Thane,2023-03-13
R00991,Rajiv Gandhi Government Hospital,A+,4,Low,Hyderabad,2023-10-20
R00992,KEM Hospital,A+,6,Low,Mumbai,2023-11-19
R00993,Aster CMI,B-,1,Critical,Nashik,2024-08-02
R00994,Jehangir Hospital,A+,2,Medium,Jaipur,2023-01-27
R00995,Sir Ganga Ram Hospital,AB+,1,Low,Rajkot,2023-04-30
R00996,Safdarjung Hospital,A-,1,High,Agra,2023-09-07
R00997,Lilavati Hospital,B+,6,High,Hyderabad,2023-01-09
R00998,AIIMS,O+,1,High,Surat,2023-06-29
R00999,Aster CMI,O+,4,Medium,Nashik,2024-04-06
R01000,Wockhardt,AB+,4,Medium,Bangalore,2024-09-11
R01001,Max Super Speciality,B+,3,Medium,Indore,2023-08-27
R01002,Wockhardt,B+,3,High,Hyderabad,2023-05-09
R01003,Aster CMI,A-,2,High,Mumbai,2023-08-10
R01004,Rajiv Gandhi Government Hospital,A+,3,Medium,Ludhiana,2024-02-10
R01005,KEM Hospital,O-,2,High,Thane,2024-03-23
R01006,Narayana Health,A-,3,Low,Visakhapatnam,2024-11-16
R01007,Ruby Hall Clinic,A+,5,High,Kolkata,2024-11-08
R01008,Sir Ganga Ram Hospital,B+,3,Medium,Delhi,2024-04-04
R01009,Kokilaben Dhirubhai Ambani,O+,1,Low,Ahmedabad,2023-01-24
R01010,AIIMS,AB+,1,Low,Bangalore,2023-05-24
R01011,Aster CMI,A+,1,Medium,Bangalore,2023-08-06
R01012,Christian Medical College,O+,3,High,Kolkata,2023-03-03
R01013,Manipal Hospital,O+,5,High,Kolkata,2023-04-07
R01014,Sir Ganga Ram Hospital,AB+,3,Low,Delhi,2024-06-01
R01015,Max Super Speciality,O+,2,Critical,Jaipur,2023-02-11
R01016,Amrita Institute of Medical Sciences,O+,2,High,Surat,2024-01-12
R01017,Fortis Healthcare,A+,3,Low,Rajkot,2024-07-26
R01018,Narayana Health,O-,3,Low,Kolkata,2023-02-09
R01019,Kokilaben Dhirubhai Ambani,O-,5,Medium,Mumbai,2024-11-29
R01020,Max Super Speciality,O+,4,Low,Mumbai,2023-07-25
R01021,Wockhardt,A+,2,High,Bangalore,2023-01-01
R01022,Wockhardt,O+,2,High,Mumbai,2023-05-03
R01023,Manipal Hospital,AB-,3,Medium,Lucknow,2024-09-30
R01024,Amrita Institute of Medical Sciences,O+,2,Low,Chennai,2023-04-21
R01025,Amrita Institute of Medical Sciences,O+,4,High,Vadodara,2023-02-18
R01026,Aster CMI,B+,6,Medium,Bangalore,2024-03-02
R01027,Christian Medical College,O+,2,Medium,Mumbai,2024-01-13
R01028,Apollo Hospital,A+,5,Low,Thane,2024-08-06
R01029,AIIMS,B+,2,Low,Chennai,2023-04-20
R01030,Apollo Hospital,O-,3,High,Surat,2024-03-02
R01031,Kokilaben Dhirubhai Ambani,B+,5,Medium,Jaipur,2023-07-20
R01032,Jehangir Hospital,A+,1,Critical,Delhi,2024-08-20
R01033,Apollo Hospital,A+,2,High,Delhi,2024-10-07
R01034,Narayana Health,O-,3,Low,Indore,2023-06-26
R01035,Safdarjung Hospital,O+,1,Medium,Pune,2024-10-24
R01036,Jehangir Hospital,B+,2,Low,Udaipur,2023-09-29
R01037,Ruby Hall Clinic,B+,3,High,Hyderabad,2023-04-10
R01038,Deenanath Mangeshkar,A+,4,Medium,Kanpur,2023-12-07
R01039,Christian Medical College,A+,1,High,Thane,2024-10-17
R01040,Christian Medical College,A+,1,High,Mumbai,2024-06-09
R01041,Apollo Hospital,B+,3,Medium,Indore,2024-12-04
R01042,Aster CMI,A+,3,Low,Hyderabad,2024-06-03
R01043,Kokilaben Dhirubhai Ambani,O+,3,High,Ahmedabad,2023-02-13
R01044,KEM Hospital,AB+,3,Medium,Bangalore,2023-02-03
R01045,Aster CMI,B+,2,Medium,Rajkot,2024-07-06
R01046,Fortis Healthcare,O+,1,Critical,Jaipur,2024-07-11
R01047,Manipal Hospital,A+,1,Low,Chennai,2023-03-26
R01048,Narayana Health,B+,2,High,Thane,2024-10-19
R01049,Safdarjung Hospital,A+,1,High,Mumbai,2024-04-14
R01050,Max Super Speciality,O+,5,Critical,Rajkot,2023-12-24
R01051,Lilavati Hospital,A+,3,Medium,Mumbai,2023-04-14
R01052,Fortis Healthcare,O+,6,Medium,Mumbai,2023-01-03
R01053,Manipal Hospital,O+,3,Medium,Hyderabad,2023-04-22
R01054,Narayana Health,A+,3,High,Kolkata,2024-08-19
R01055,Ruby Hall Clinic,A+,1,Low,Hyderabad,2024-08-08
R01056,Manipal Hospital,A-,3,Medium,Chennai,2023-04-14
R01057,Safdarjung Hospital,O+,2,Critical,Surat,2024-07-31
R01058,Manipal Hospital,AB+,1,Critical,Visakhapatnam,2024-11-08
R01059,Max Super Speciality,B+,1,Low,Bangalore,2024-03-17
R01060,Kokilaben Dhirubhai Ambani,O-,4,Critical,Hyderabad,2023-06-11
R01061,Jehangir Hospital,B+,4,Critical,Ahmedabad,2023-05-19
R01062,Narayana Health,O+,2,Low,Ahmedabad,2024-07-31
R01063,AIIMS,A+,1,High,Visakhapatnam,2023-03-20
R01064,Deenanath Mangeshkar,A+,3,High,Rajkot,2024-03-05
R01065,Deenanath Mangeshkar,AB+,5,High,Rajkot,2024-02-04
R01066,Ruby Hall Clinic,AB-,2,Critical,Pune,2023-07-16
R01067,Medanta,A-,4,Critical,Bangalore,2023-06-23
R01068,Fortis Healthcare,O+,2,High,Kolkata,2024-10-20
R01069,Apollo Hospital,O+,2,Medium,Surat,2024-08-08
R01070,Medanta,O+,2,Critical,Mumbai,2023-10-04
R01071,Deenanath Mangeshkar,B+,2,Critical,Pune,2023-12-06
R01072,Narayana Health,B+,6,Critical,Kanpur,2024-04-23
R01073,AIIMS,O+,5,Low,Mumbai,2024-08-19
R01074,KEM Hospital,O+,3,Medium,Nagpur,2024-08-09
R01075,Safdarjung Hospital,B+,2,High,Mumbai,2023-04-04
R01076,Jehangir Hospital,B+,2,Medium,Rajkot,2024-09-29
R01077,Manipal Hospital,A+,3,Critical,Delhi,2023-07-23
R01078,Medanta,B+,3,Critical,Indore,2024-10-20
R01079,AIIMS,O+,3,Medium,Delhi,2024-09-24
R01080,Lilavati Hospital,B+,3,Critical,Delhi,2023-04-19
R01081,KEM Hospital,B+,4,Low,Hyderabad,2024-05-17
R01082,Manipal Hospital,A-,3,High,Bangalore,2024-01-24
R01083,AIIMS,O+,1,Critical,Bangalore,2023-10-15
R01084,Narayana Health,A+,4,High,Mumbai,2024-03-10
R01085,KEM Hospital,B+,3,Medium,Bangalore,2024-05-04
R01086,Amrita Institute of Medical Sciences,B+,1,Critical,Coimbatore,2024-11-10
R01087,Manipal Hospital,B+,2,Medium,Kolkata,2024-11-07
R01088,Rajiv Gandhi Government Hospital,B+,3,Medium,Pune,2024-10-28
R01089,Wockhardt,B+,2,Medium,Kolkata,2023-07-08
R01090,Sir Ganga Ram Hospital,A-,2,Low,Lucknow,2023-03-07
R01091,Amrita Institute of Medical Sciences,O+,2,High,Surat,2024-09-24
R01092,Christian Medical College,B+,2,Critical,Chennai,2023-08-11
R01093,Amrita Institute of Medical Sciences,A+,4,Medium,Mumbai,2023-04-19
R01094,Medanta,O-,1,Critical,Mumbai,2023-12-31
R01095,Apollo Hospital,O+,3,Critical,Delhi,2024-05-10
R01096,Lilavati Hospital,B+,1,Medium,Coimbatore,2024-08-06
R01097,Narayana Health,O+,1,Critical,Delhi,2023-03-29
R01098,Ruby Hall Clinic,O-,3,Medium,Vadodara,2024-03-17
R01099,Jehangir Hospital,A-,3,Critical,Surat,2023-11-11
R01100,Christian Medical College,AB+,2,Critical,Delhi,2024-06-23
R01101,Deenanath Mangeshkar,B+,1,Medium,Mumbai,2024-07-12
R01102,Wockhardt,B+,5,Medium,Agra,2023-11-26
R01103,Sir Ganga Ram Hospital,B+,2,High,Mumbai,2023-05-14
R01104,Safdarjung Hospital,B+,3,High,Visakhapatnam,2024-06-05
R01105,Deenanath Mangeshkar,B-,1,High,Ahmedabad,2023-07-31
R01106,KEM Hospital,B+,3,High,Lucknow,2023-01-27
R01107,Rajiv Gandhi Government Hospital,AB+,2,Medium,Surat,2023-03-11
R01108,Kokilaben Dhirubhai Ambani,A+,4,Medium,Bangalore,2024-05-14
R01109,Deenanath Mangeshkar,A-,3,High,Delhi,2023-08-25
R01110,Narayana Health,O-,2,High,Ahmedabad,2023-10-21
R01111,Safdarjung Hospital,B+,2,High,Udaipur,2023-05-03
R01112,Lilavati Hospital,O+,2,High,Kolkata,2024-03-27
R01113,Narayana Health,B+,2,Critical,Bangalore,2024-06-14
R01114,Max Super Speciality,O+,3,Low,Agra,2023-09-06
R01115,Rajiv Gandhi Government Hospital,A+,2,High,Agra,2024-03-01
R01116,Wockhardt,O+,2,High,Bhopal,2023-10-11
R01117,Amrita Institute of Medical Sciences,O+,4,Critical,Chennai,2024-04-16
R01118,Wockhardt,AB+,2,High,Vadodara,2023-11-13
R01119,Max Super Speciality,A+,4,High,Udaipur,2023-07-20
R01120,Christian Medical College,A+,1,Medium,Delhi,2023-12-26
R01121,Deenanath Mangeshkar,B-,3,High,Pune,2024-01-27
R01122,Medanta,B+,2,Low,Ahmedabad,2024-10-23
R01123,Wockhardt,A-,2,High,Kolkata,2024-06-28
R01124,Kokilaben Dhirubhai Ambani,A-,1,High,Lucknow,2023-06-09
R01125,Apollo Hospital,A+,1,Critical,Kolkata,2023-06-07
R01126,Ruby Hall Clinic,B+,1,High,Mumbai,2024-08-07
R01127,Max Super Speciality,O+,3,Medium,Hyderabad,2024-12-04
R01128,Lilavati Hospital,AB+,2,High,Chennai,2024-04-07
R01129,Max Super Speciality,A+,3,High,Mumbai,2023-06-14
R01130,Medanta,O-,1,Medium,Kanpur,2023-07-19
R01131,Christian Medical College,B+,2,Medium,Chennai,2024-02-11
R01132,Safdarjung Hospital,O+,2,High,Surat,2023-12-10
R01133,Christian Medical College,A+,5,Critical,Hyderabad,2023-09-14
R01134,Medanta,A+,1,Medium,Agra,2023-02-04
R01135,Fortis Healthcare,O+,5,High,Kolkata,2023-11-01
R01136,Max Super Speciality,A+,3,Low,Bangalore,2024-01-07
R01137,Christian Medical College,AB+,4,Low,Hyderabad,2024-04-29
R01138,Wockhardt,B+,1,Low,Ahmedabad,2024-03-16
R01139,Medanta,A+,1,Low,Surat,2023-07-02
R01140,Fortis Healthcare,A+,5,Medium,Agra,2024-12-02
R01141,Amrita Institute of Medical Sciences,B-,5,Medium,Delhi,2023-09-17
R01142,Ruby Hall Clinic,B+,2,High,Hyderabad,2023-07-17
R01143,Rajiv Gandhi Government Hospital,B+,4,Low,Pune,2023-03-26
R01144,Deenanath Mangeshkar,B+,6,Low,Surat,2024-06-26
R01145,Max Super Speciality,B+,1,High,Indore,2023-05-01
R01146,Manipal Hospital,A+,5,Medium,Lucknow,2024-08-17
R01147,Sir Ganga Ram Hospital,O-,2,High,Ahmedabad,2023-06-01
R01148,Ruby Hall Clinic,O+,3,Medium,Bangalore,2023-01-31
R01149,Ruby Hall Clinic,B-,2,High,Bangalore,2024-09-16
R01150,Medanta,A+,2,High,Bangalore,2024-12-31
R01151,Manipal Hospital,B+,2,High,Nagpur,2023-11-15
R01152,Manipal Hospital,B-,1,Low,Surat,2023-02-27
R01153,Amrita Institute of Medical Sciences,A+,4,Medium,Surat,2024-01-30
R01154,Fortis Healthcare,O+,1,Medium,Hyderabad,2023-03-16
R01155,Wockhardt,O+,2,Critical,Chennai,2024-10-26
R01156,Sir Ganga Ram Hospital,O+,2,Low,Nagpur,2023-09-29
R01157,Fortis Healthcare,AB-,2,High,Delhi,2024-04-14
R01158,Lilavati Hospital,O+,5,Low,Ahmedabad,2023-06-22
R01159,Kokilaben Dhirubhai Ambani,A-,4,Low,Rajkot,2024-11-14
R01160,Wockhardt,A+,5,Critical,Thane,2024-07-04
R01161,Ruby Hall Clinic,O+,3,High,Jaipur,2023-11-24
R01162,AIIMS,B+,4,Critical,Delhi,2024-09-11
R01163,Wockhardt,B+,3,High,Kolkata,2023-07-04
R01164,AIIMS,O+,2,High,Chennai,2024-08-18
R01165,Manipal Hospital,A+,5,High,Delhi,2024-09-13
R01166,Rajiv Gandhi Government Hospital,B-,6,High,Bangalore,2023-12-05
R01167,Medanta,B+,1,High,Kolkata,2024-05-11
R01168,KEM Hospital,B+,6,Low,Agra,2024-06-17
R01169,Safdarjung Hospital,A+,1,Low,Chennai,2024-08-22
R01170,Rajiv Gandhi Government Hospital,B+,2,High,Bangalore,2023-07-19
R01171,Christian Medical College,B+,1,High,Lucknow,2024-10-11
R01172,Apollo Hospital,B+,2,Critical,Kolkata,2024-06-14
R01173,Fortis Healthcare,B+,1,High,Jaipur,2023-09-02
R01174,Amrita Institute of Medical Sciences,O-,1,High,Delhi,2023-01-14
R01175,Amrita Institute of Medical Sciences,A-,1,Critical,Bhopal,2023-01-06
R01176,Kokilaben Dhirubhai Ambani,B+,1,Critical,Vadodara,2023-03-31
R01177,Rajiv Gandhi Government Hospital,A-,4,High,Thane,2023-06-30
R01178,KEM Hospital,A+,3,Low,Delhi,2024-02-22
R01179,Manipal Hospital,A+,3,Medium,Hyderabad,2024-03-02
R01180,KEM Hospital,O+,1,Medium,Indore,2024-08-10
R01181,AIIMS,B+,4,Medium,Mumbai,2024-06-11
R01182,Jehangir Hospital,B+,5,Medium,Hyderabad,2024-10-07
R01183,Amrita Institute of Medical Sciences,O+,2,Medium,Mumbai,2023-02-01
R01184,Ruby Hall Clinic,AB+,3,High,Bangalore,2023-08-25
R01185,Manipal Hospital,O+,1,High,Udaipur,2023-12-04
R01186,Manipal Hospital,B+,3,Medium,Bangalore,2023-08-27
R01187,Max Super Speciality,A+,4,Low,Kolkata,2023-06-01
R01188,Ruby Hall Clinic,B+,3,Medium,Bangalore,2023-04-09
R01189,Kokilaben Dhirubhai Ambani,A+,2,Critical,Indore,2024-03-29
R01190,AIIMS,B+,2,Medium,Surat,2024-12-20
